alias,name,cpf_cnpj,phone,email,addressable_type,addressable_id,alias_address,zip,street,number,details,district,city,state,country
ECONOTEBOOK INFORMATICA,ECOINFOSOLAR LTDA,29.005.957/0001-02,8587985823,ECONOTEBOOK.JC@GMAIL.COM,supplier,,,60764020,AVENIDA WALDIR DIOGO,468,,NOVO MONDUBIM,FORTALEZA,CE,BRASIL
ECONOTEBOOK INFORMATICA,ECONOTEBOOK INFORMATICA LTDA,61.557.262/0001-46,8587985823,ECONOTEBOOK.JC@GMAIL.COM,supplier,,,60764020,AVENIDA WALDIR DIOGO,472,,NOVO MONDUBIM,FORTALEZA,CE,BRASIL
ELETRONICA CENTRAL MUSIC,ELIENE DO CARMO VICTOR,03.951.695/0002-66,8534896642,ELETRONICACENTRALCC@HOTMAIL.COM,supplier,,,60540510,AVENIDA JOSE TORRES,1598,,GRANJA LISBOA,FORTALEZA,CE,BRASIL
ELETRONICA NISSEI LTDA,ELETRONICA NISSEI LTDA,10.399.595/0001-53,4432263468,,supplier,,,87111005,PRAÇA IPIRANGA,211,,CENTRO,SARANDI,PR,BRASIL
EPSON RIO DE JANEIRO,EPSON RIO DE JANEIRO IMPORTADORA E EXPORTADORA LTDA,12.802.111/0001-09,2433549828,JURIDICO@EPSON.COM.BR,supplier,,,27540002,RODOVIA PRESIDENTE DUTRA,S/N,KM 298 ARMZ VIA C COL INT 5 SETOR PORTAO 8 POLO IND 1,POLO INDUSTRIAL I,RESENDE,RJ,BRASIL
MAQUIAGENS E ACESSORIOS BRASIL,ERIKA BEATRIZ ASSIS FERREIRA DO CARMO,45.851.248/0001-02,1178016907,ERIKAASSIS51@GMAIL.COM,supplier,,,2113000,PRACA STO EDUARDO,90,,VILA MARIA BAIXA,SÃO PAULO,SP,BRASIL
ERIKA HOSPITALAR E ODONTOLOGICO LTDA,ERIKA HOSPITALAR E ODONTOLOGICO LTDA,04.690.583/0001-80,8532816746,,supplier,,,60326040,RUA CARLITO PAMPLONA,163,,CARLITO PAMPLONA,FORTALEZA,CE,BRASIL
ESF PRESENTES,ESF PRESENTES LTDA,53.145.235/0001-38,1154949913,KAROL_GENEROSO@HOTMAIL.COM,supplier,,,1012909,LARGO DA MISERICORDIA,23,CONJ 1117,CENTRO,SÃO PAULO,SP,BRASIL
ESHOP IMPORTACAO E COMERCIO DE ELETRONICOS,ESHOP IMPORTACAO E COMERCIO DE ELETRONICOS LTDA,39.466.699/0004-68,1697310550,SAC@ESHOP.COM.BR,supplier,,,37644901,AVENIDA JOAQUIM LOURENCO DE LIMA,2150,GALPAOG1,VARGEM DO JOAO PINTO,EXTREMA,MG,BRASIL
ESPACO DA INFORMATICA SUPRIMENTOS LTDA,ESPACO DA INFORMATICA SUPRIMENTOS LTDA,40.524.002/0001-02,1199969159,CLAUDIA@TUDOPARARECARGA.COM.BR,supplier,,,9780001,RUA TIRADENTES,802,SALA 11,SANTA TEREZINHA,SÃO BERNARDO DO CAMPO,SP,BRASIL
ETIQUEJA,ETIQUEJA COMERCIO DE ETIQUETAS LTDA,42.427.315/0001-60,1122925181,FRANCISCONTABIL@TERRA.COM.BR,supplier,,,3613010,RUA CUMANAXOS,350,SALA 04,VILA SANTANA,SÃO PAULO,SP,BRASIL
ETIQUETAS RIBEIRO,E RIBEIRO COMERCIALIZACAO DE PRODUTOS LTDA,21.346.634/0001-70,1129929001,CONTATO@ETIQUETASRIBEIRO.COM.BR,supplier,,,2316000,RUA DAS IMBIRAS,279,TERREOSALAO 1,VILA NOVA MAZZEI,SÃO PAULO,SP,BRASIL
LECAP LTDA,EVERTON FERREIRA LOPES,43.542.011/0001-06,1199872464,CAPILE10@GMAIL.COM,supplier,,,7854080,RUA AMSTERDAM,257,,PARQUE VITORIA,FRANCO DA ROCHA,SP,BRASIL
EVOLUCAO SUPRIMENTOS,EVOLUCAO SUPRIMENTOS EM INFORMATICA LTDA,34.310.977/0001-27,1147516007,EVOLUCAOSUPRIMENTOS@GMAIL.COM,supplier,,,2119030,RUA PADRE JOAO ANTONIO,250,SALA 2,VILA MARIA BAIXA,SÃO PAULO,SP,BRASIL
EVOLUSOM,EVOLUSOM COMERCIAL LTDA,01.441.519/0001-78,4432206400,CONTABILIDADE3@EVOLUSOM.COM.BR,supplier,,,87070130,AVENIDA PARANAVAI,2094,LOTE 122,PARQUE INDUSTRIAL BANDEIRANTES,MARINGÁ,PR,BRASIL
F A PRINT,F. A. PRINT IMPORT LTDA,28.386.330/0001-86,4430473619,,supplier,,,87043501,RUA ALMERINDA SILVEIRA COELHO,4165,,LOTEAMENTO GRAJAU,MARINGÁ,PR,BRASIL
F.F. MONTEIRO COMERCIAL LTDA,F.F. MONTEIRO COMERCIAL LTDA,47.023.754/0001-20,1129105934,FFMONTEIROCOMERCIAL@GMAIL.COM,supplier,,,3361000,AVENIDA JOAO XXIII,624,,VILA FORMOSA,SÃO PAULO,SP,BRASIL
FA PRINT PECAS LTDA,FA PRINT PECAS LTDA,51.730.382/0001-40,4430343649,FERNANDOTURQUINO@HOTMAIL.COM,supplier,,,87043492,RUA RIO SOLIMÕES,569,,LOTEAMENTO GRAJAÚ,MARINGÁ,PR,BRASIL
F F PRODUTOS AUTOMOTIVOS E CONSTRUCAO CIVIL,FABIO FURTADO,43.136.067/0001-60,1692390718,VENDASBOND@GMAIL.COM,supplier,,,14030450,RUA JULIO DE MESQUITA,315,SALA SALA,VILA VIRGINIA,RIBEIRÃO PRETO,SP,BRASIL
ECONOMIAFARMA,FARMACIA DA ECONOMIA NACIONAL LTDA,16.672.967/0001-50,8532537469,GERENCIAFINANCEIRA@ECONOMIAFARMA.COM,supplier,,,60175195,RUA ANDRE DALL'OLIO,1040,,PAPICU,FORTALEZA,CE,BRASIL
PAPELARIA STORE,FELIPE TEIXEIRA ARMARINHO,21.890.072/0003-93,2126617863,SAC@PAPELARIASTORE.COM.BR,supplier,,,5275000,VIA ANHANGUERA,S/N,KM 25.5 P. LATERAL 130 SETOR PARTE C257,JARDIM JARAGUA,SÃO PAULO,SP,BRASIL
FERMAT DISTRIBUIDORA E-COMMERCE,FERMAT DISTRIBUIDORA ECOMMERCE LTDA,09.212.059/0001-18,4174008434,FERMATDISTRI01@GMAIL.COM,supplier,,,81610040,RUA BOM JESUS DE IGUAPE,1223,,HAUER,CURITIBA,PR,BRASIL
FIOLUX INDUSTRIA E COMERCIO LTDA,FIOLUX INDUSTRIA E COMERCIO LTDA,96.420.914/0003-42,1925153000,CONTATO@FIOLUX.COM.BR,supplier,,,29155270,RUA ROMUALDO SILVEIRA,S/N,ARMZ 8 PAVMTO001 BLOCO 03 SALA 214,VILA CAJUEIRO,CARIACICA,ES,BRASIL
FLAVIA CRISTINA DE OLIVEIRA DOS SANTOS & CIA LTDA,FLAVIA CRISTINA DE OLIVEIRA DOS SANTOS & CIA LTDA,05.589.214/0001-69,1137050000,MASTERCAPAS_FLAVIA@HOTMAIL.COM,supplier,,,14402083,RUA ANTONIO MARCOS,2740,,JARDIM DO EDEN,FRANCA,SP,BRASIL
FMG IMPORT EXPORT,FMG IMPORT EXPORT ELETROELETRONICOS LTDA,42.339.753/0001-76,8599602700,FALECONOSCOFMG@GMAIL.COM,supplier,,,62580000,RUA VIGARIO XAVIER,669,A,MONGUBAS,ACARAÚ,CE,BRASIL
FORCE-LINE,FORCE-LINE INDUSTRIA E COMERCIO DE COMPONENTES ELETRONICOS LTDA,03.762.480/0002-05,3534353394,CB2@FORCELINE.COM.BR,supplier,,,37640000,RUA JOSEPHA GOMES DE SOUZA,85 A,,DISTRITO INDUSTRIAL PIRES,EXTREMA,MG,BRASIL
FORSEG,APRONIANO DE OLIVEIRA SA NETO,04.192.046/0001-00,8532244171,FINANCEIRO@FORSEG.HOTMAIL.COM,supplier,,,60833005,AVENIDA WASHINGTON SOARES,4567,LJ-11,SAPIRANGA-COITE,FORTALEZA,CE,BRASIL
POTISIGNS,FORTALEZA COMERCIO VAREJISTA DE PLASTICOS LTDA,23.327.594/0001-45,8530516489,FORTALEZA@POTISIGNS.COM.BR,supplier,,,60410302,AVENIDA DOS EXPEDICIONARIOS,4788,,PARREAO,FORTALEZA,CE,BRASIL
SC COMP,FRANCINE VIEIRA GALLO,38.289.182/0001-35,4898468628,SCCOMP@OUTLOOK.COM,supplier,,,88140000,RUA RUA PREFEITO JOSE KEHRIG,5518,SALA 15,CENTRO,SANTO AMARO DA IMPERATRIZ,SC,BRASIL
VIRTUALKAR,FRANSCAR AUTO PECAS E ACESSORIOS LTDA,05.006.947/0001-23,1124401199,HRCONSULTE@HRCONSULTE.COM,supplier,,,7044000,RUA CAVADAS,1668,SLJ SLJ1,VILA SAO JOAO,GUARULHOS,SP,BRASIL
G TRABULSE MALUCELLI LTDA,G TRABULSE MALUCELLI LTDA,27.165.701/0001-37,4230251288,CONTATO@INTECCONTABILIDADE.COM.BR,supplier,,,84130000,RUA CORONEL VIDA,160,,CENTRO,PALMEIRA,PR,BRASIL
G2 COMERCIO IMPORTACAO E EXPORTACAO,G2 COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA,36.741.598/0001-17,6291624230,GILSONFILHO37@GMAIL.COM,supplier,,,3019050,RUA GONCALVES DIAS,349,,CATUMBI,SÃO PAULO,SP,BRASIL
GARCIA UTILIDADES EM GERAL LTDA,GARCIA UTILIDADES EM GERAL LTDA,37.950.578/0001-19,1598519489,GARCIA.UTILIDADESLOJA@HOTMAIL.COM,supplier,,,18050010,AVENIDA SALVADOR MILEGO,590,,JARDIM VERA CRUZ,SOROCABA,SP,BRASIL
GD3 IMPORTS LTDA,GD3 IMPORTS LTDA,53.947.588/0001-51,4184882550,FISCAL.DYEGO@GMAIL.COM,supplier,,,80010010,RUA MARECHAL DEODORO,450,CONJ 304 ANDAR 03 COND MAURICIO CAILLET ED,CENTRO,CURITIBA,PR,BRASIL
GENERAL PARTS INFORMATICA UNIPESSOAL LTDA,GENERAL PARTS INFORMATICA UNIPESSOAL LTDA,05.841.540/0002-00,1155230299,FINANCEIRO@GPPECAS.COM.BR,supplier,,,88316001,RODOVIA ANTONIO HEIL,1001,KM 01 SALA 21 ARMZ MODULO G03,ITAIPAVA,ITAJAÍ,SC,BRASIL
GGAMER,GGAMER COMERCIO VIRTUAL LTDA,33.915.180/0002-71,4136421162,CONTATO@LCGRINER.COM,supplier,,,88301320,RUA SAMUEL HEUSI,463,SALA 402 BOX 094,CENTRO,ITAJAÍ,SC,BRASIL
LINERVIX,GJR ETIQUETAS E RIBBONS LTDA,35.273.685/0001-24,2796947766,LINERVIX@OUTLOOK.COM,supplier,,,29167031,RUA CURITIBA,S/N,QUADRA10 LOTE 10,ALTEROSAS,SERRA,ES,BRASIL
GOLDEN,GOLDEN DISTRIBUIDORA LTDA.,04.196.935/0014-60,1136466600,DEPTO.FISCAL@GOLDENDISTRIBUIDORA.COM.BR,supplier,,,88301350,RUA DOUTOR JOSE BONIFACIO MALBURG,143,SALA 202 E,CENTRO,ITAJAÍ,SC,BRASIL
GOMAQ MAQUINAS PARA ESCRITORIO LIMITADA,GOMAQ MAQUINAS PARA ESCRITORIO LIMITADA,61.457.941/0001-43,1121621000,GOMAQ@GOMAQ.COM.BR,supplier,,,4553001,AVENIDA DOS BANDEIRANTES,988,,BROOKLIN,SÃO PAULO,SP,BRASIL
GOMAQ MAQUINAS PARA ESCRITORIO LIMITADA,GOMAQ MAQUINAS PARA ESCRITORIO LIMITADA,61.457.941/0005-77,1121621000,GOMAQ@GOMAQ.COM.BR,supplier,,,29161376,AVENIDA ACESSO RODOVIARIO,S/N,QUADRA6 L-M01 QUADRA01 L-M18 A M23 SALA 105,TERMINAL INTERMODAL DA SERRA,SERRA,ES,BRASIL
GRUPO MVX,MVX COMERCIO ELETRONICO S.A.,08.215.490/0001-55,2123914796,PARALEGAL@GRUPOMVX.COM.BR,supplier,,,26377180,RODOVIA PRESIDENTE DUTRA,25551,ARMZ 1 AO 8 BLOCO 01 SETOR A1,QUEIMADOS,QUEIMADOS,RJ,BRASIL
35.796.670 ANDRE LUIS FERNANDES COSTA DA SILVA,35.796.670 ANDRE LUIS FERNANDES COSTA DA SILVA,35.796.670/0001-40,8596784088,MKBYTES.T@GMAIL.COM,supplier,,,60732110,RUA SAO VICENTE,1909,CASA,SIQUEIRA,FORTALEZA,CE,BRASIL
"GSM FAST - COMERCIO DE PECAS, ACESSORIOS, ARMARINHOS E DECORACOES LTDA","GSM FAST - COMERCIO DE PECAS, ACESSORIOS, ARMARINHOS E DECORACOES LTDA",45.904.108/0001-47,1199371224,GSMFAST.COM@GMAIL.COM,supplier,,,8040740,RUA DAS NEMESIAS,472,,JARDIM CASA PINTADA,SÃO PAULO,SP,BRASIL
HILDA LINA DA SILVA COMERCIO ATACADO E VAREJO LTDA,HILDA LINA DA SILVA COMERCIO ATACADO E VAREJO LTDA,53.148.337/0001-07,1145187024,NFEVENDAS4@GMAIL.COM,supplier,,,3016000,RUA ORIENTE,1388,ANDAR 1 SALA 121,BRÁS,SÃO PAULO,SP,BRASIL
H L BASTOGI,H L BASTOGI ELETRONICOS LTDA,23.200.952/0001-54,4499239562,CONTATO@ESCRITORIOTM.COM.BR,supplier,,,87015573,AVENIDA BRASIL,6076,SALA 01,ZONA 06,MARINGÁ,PR,BRASIL
HOME & OFFICE STORE LTDA,HOME & OFFICE STORE LTDA,45.831.100/0001-06,1182799896,CONTATO@NOVACONASSESSORIA.COM.BR,supplier,,,8775145,RUA MARIA GUIMARAES MONTONI,120,,JARDIM RODEIO,MOGI DAS CRUZES,SP,BRASIL
HORUS TELECOMUNICACOES,HORUS S/A DISTRIBUIDORA DE SOLUCOES TECNOLOGICAS,02.677.045/0009-88,6134868000,HORUS@HORUS.COM.BR,supplier,,,60120001,AVENIDA BARAO DE STUDART,1413,,ALDEOTA,FORTALEZA,CE,BRASIL
I. D. COMERCIO DE VESTUARIO E ACESSORIOS LTDA,I. D. COMERCIO DE VESTUARIO E ACESSORIOS LTDA,45.951.904/0001-30,1637024940,LAFARGAJUNIOR@HOTMAIL.COM,supplier,,,14403659,RUA VITORIO GASPARINI,2966,,PROLONGAMENTO JARDIM ANGELA ROSA,FRANCA,SP,BRASIL
IBYTE,TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA,07.272.825/0053-35,8599164370,CONTABILIDADE@IBYTE.COM.BR,supplier,,,60863280,RUA CLEIA,400,,BARROSO,FORTALEZA,CE,BRASIL
ID DO BRASIL,ID DO BRASIL ETIQUETAS LTDA,24.016.144/0001-02,1158545000,CCCONTABIL@CCCONTABIL.COM,supplier,,,4935030,RUA LUIZ GONZAGA DE OLIVEIRA,18,ANDAR 3,JARDIM DIONISIO,SÃO PAULO,SP,BRASIL
GALPAO DO TONER,IMPERIAL SUPRIMENTOS LTDA,28.808.651/0001-21,2422226086,ALCTEIXEIRACONTABILIDADE@GMAIL.COM,supplier,,,25725110,RUA DOMINGOS JOSE MARTINS,398,GALPAO5 3 PAV. PARTE 1,BONSUCESSO,PETRÓPOLIS,RJ,BRASIL
IMPORTA BRASIL LTDA,IMPORTA BRASIL LTDA,44.211.299/0003-60,1195001455,FINANCEIRO@IMPORTABRASIL.COM.BR,supplier,,,29161230,RODOVIA GOVERNADOR MARIO COVAS,S/N,KM 279 SALA 266,JACUHY,SERRA,ES,BRASIL
IMPRESSORASBRASIL,IMPRESSORASBRASIL COMERCIO DE IMPRESSORAS SUPRIMENTOS E LOCACAO LTDA,16.658.002/0001-02,1147250401,MARCOS@INKTECDOBRASIL.COM.BR,supplier,,,1305000,RUA AUGUSTA,101,ANDAR 10 SALA 1016,CONSOLACAO,SÃO PAULO,SP,BRASIL
IMPRIMA RIO PRETO COMERCIO DE IMPRESSORAS LTDA,IMPRIMA RIO PRETO COMERCIO DE IMPRESSORAS LTDA,21.510.439/0001-34,1732111322,CONDESPE@TERRA.COM.BR,supplier,,,15040210,RUA NHANDEARA,3949,,ELDORADO,SÃO JOSÉ DO RIO PRETO,SP,BRASIL
INFORPRINT SERVICOS,INFORPRINT SERVICOS E SUPRIMENTOS DE INFORMATICA LTDA,43.914.616/0001-80,8591978068,INFORPRINTSERVICOSS@GMAIL.COM,supplier,,,60030902,RUA PERBOYRE E SILVA,111,LOJA 117,CENTRO,FORTALEZA,CE,BRASIL
INNOPRES ETIQUETAS AUTO ADESIVAS,INNOPRES ETIQUETAS LTDA,10.905.224/0001-04,1125411773,ETIQUETAS@INNOPRES.COM.BR,supplier,,,8062050,RUA LIMOEIRO DO AJURU,83,,VILA MONTE SANTO,SÃO PAULO,SP,BRASIL
INS DISTRIBUIDORA,INS DISTRIBUIDORA LTDA,35.661.799/0001-41,3131662750,LICITACAO@INSUMIL.COM.BR,supplier,,,31260000,AVENIDA SEBASTIAO DE BRITO,910,SALA 03,DONA CLARA,BELO HORIZONTE,MG,BRASIL
INSUMOS BRASIL 2.0,INSUMOS BRASIL 2.0 COMERCIO DE SUPRIMENTOS DE INFORMATICA LTDA,44.172.379/0001-92,1136823057,ADM01@INSUMOSBRASIL.COM.BR,supplier,,,6018160,RUA ALICE MANHOLER PITERI,322,SALA 1,CENTRO,OSASCO,SP,BRASIL
INTEMOBILE DO BRASIL LTDA.,INTEMOBILE DO BRASIL LTDA.,05.374.042/0001-06,1151053311,LOURDES.GOMES@INTEMOBILE.COM,supplier,,,4733100,AVENIDA ADOLFO PINHEIRO,1145,TERREO;,SANTO AMARO,SÃO PAULO,SP,BRASIL
IOTEC,IOTEC INFORMATICA COMERCIO E SERVICOS LTDA,55.297.493/0003-27,1155811704,FISCAL3@ILSCONTABILIDADE.COM.BR,supplier,,,88301320,RUA SAMUEL HEUSI,463,SALA 411 G 45 BOX 1247,CENTRO,ITAJAÍ,SC,BRASIL
IOTEC,IOTEC INFORMATICA COMERCIO E SERVICOS LTDA,55.297.493/0001-65,1155811704,LEGAL@ILSCONTABILIDADE.COM.BR,supplier,,,4026090,RUA JOSE DE MAGALHAES,587,,VILA CLEMENTINO,SÃO PAULO,SP,BRASIL
ISAMIG TELECOM,MADMAK INFORMATICA E TELECOMUNICACOES LTDA,10.941.495/0002-98,1288250160,SUPORTE@ISAMIGTELECOM.COM.BR,supplier,,,12125820,RODOVIA ALVARO BARBOSA LIMA NETO,1556,,LOTEAMENTO VILA NOSSA SENHORA AUXILIADORA,TREMEMBÉ,SP,BRASIL
ITQ INFORMATICA,ITQUALITY INFORMATICA LTDA,30.472.134/0001-76,1123065532,RODRIGO.FERNANDES@ITQINFORMATICA.COM.BR,supplier,,,5121040,RUA JOAO MOREIRA,461,CASA 461/465,PARQUE SAO DOMINGOS,SÃO PAULO,SP,BRASIL
ITX TECNOLOGIA LTDA,ITX TECNOLOGIA LTDA,24.682.428/0001-20,1239337524,ROBSON@ITXGAMER.COM.BR,supplier,,,12238572,RUA ARNALDO DOMINGOS MOTA,205,,ELDORADO,SÃO JOSÉ DOS CAMPOS,SP,BRASIL
J DA SILVA LTDA,J DA SILVA LTDA,59.164.341/0001-45,1198283937,SAMUELESC@GMAIL.COM,supplier,,,3012020,RUA MINISTRO FIRMINO WHITAKER,320,SALA 67,BRAS,SÃO PAULO,SP,BRASIL
SMART ELETRON,JAB COMERCIO E DISTRIBUICAO DE ELETRO E ELETRONICO LTDA,16.571.889/0003-69,8532246405,CONTABILIDADE.JAB@HOTMAIL.COM,supplier,,,60135100,AVENIDA ANTONIO SALES,645,,JOAQUIM TAVORA,FORTALEZA,CE,BRASIL
JAF IMPORTS,JAF IMPORTS MATERIAL DE ESCRITORIO LTDA,50.937.657/0001-58,2796304676,AMANDABMAGNAGO@GMAIL.COM,supplier,,,29140552,RUA LOUREIRO,84,SALA 3,VASCO DA GAMA,CARIACICA,ES,BRASIL
J F SCHUCH,J F SCHUCH,26.187.688/0002-35,5137417594,JOAO_SCHUCH@HOTMAIL.COM,supplier,,,13290000,RUA WAGNER LUIZ BEVILACQUA,525,SETOR PARTE A1912,LEITAO,LOUVEIRA,SP,BRASIL
JM COMERCIAL,JM COMERCIAL ATACADISTA LTDA,56.228.544/0001-60,2781496606,JANINE@DUCOPRINT.COM.BR,supplier,,,29140080,AVENIDA ESPÍRITO SANTO,107,SALA 4,JARDIM AMÉRICA,CARIACICA,ES,BRASIL
JONI CRUZ TECIDOS E PRODUTOS IMPORTADOS,JONI CRUZ COMECIO E DISTRIBUICAO DE TECIDOS E PRODUTOS IMPORADOS LTDA,47.241.780/0001-25,1166586738,JONICRUZ-TECIDOS@HOTMAIL.COM,supplier,,,3031000,RUA TIERS,184,SALA 314,PARI,SÃO PAULO,SP,BRASIL
JOTA VIRTUAL,JOTA VIRTUAL LTDA,44.445.034/0001-65,4497464542,JULIOBAPTISTA70@GMAIL.COM,supplier,,,87033450,ALAMEDA DOUTOR JOAO PAULINO,1142,,JARDIM ALVORADA,MARINGÁ,PR,BRASIL
NAVIKA DIGITAL,JUTAHY RODRIGUES DE OLIVEIRA,55.262.624/0001-79,1147044037,NAVIKADIGITALL@HOTMAIL.COM,supplier,,,7074150,RUA ANTONIO CUSTODIO DE CASTRO,408,SALA 02,VILA GALVAO,GUARULHOS,SP,BRASIL
KALUNGA,KALUNGA SA,43.283.811/0147-03,1133469600,REGULARIZE@KALUNGA.COM.BR,supplier,,,60176065,RUA LAURO NOGUEIRA,1500,LOJA: LUC 1018 PISO L1;,PAPICU,FORTALEZA,CE,BRASIL
KALUNGA COMERCIO E INDUSTRIA GRAFICA LTDA,KALUNGA SA,43.283.811/0109-70,1133469600,REGULARIZE@KALUNGA.COM.BR,supplier,,,41098020,ALAMEDA EUVALDO LUZ,92,SALAO COM. L04.1 1 PISO SHOPPING BELA VISTA,HORTO BELA VISTA,SALVADOR,BA,BRASIL
F SPORTS,KS ARTIGOS ESPORTIVOS LTDA,41.189.340/0001-90,1691642167,VENDAS@KFSPORTS.COM,supplier,,,14409648,AVENIDA RICARTE SOARES SILVA,1351,,JARDIM CAMBUI,FRANCA,SP,BRASIL
KATUN BRASIL COMERCIO DE SUPRIMENTOS PECAS E EQUIPAMENTOS LTDA,KATUN BRASIL COMERCIO DE SUPRIMENTOS PECAS E EQUIPAMENTOS LTDA,02.135.222/0003-09,1136473182,BEILLE.SILVA@KATUN.COM,supplier,,,88317100,RODOVIA JORGE LACERDA,725,GALPAOA SETOR K,ESPINHEIROS,ITAJAÍ,SC,BRASIL
CENTRO DE DISTRIBUICAO KCO,KHRONOS INDUSTRIA COMERCIO E SERVICOS EM ELETRONICA LTDA,78.323.094/0016-03,4833819999,DIRETOR.ADM@GRUPOKHRONOS.COM.BR,supplier,,,88113880,RUA LEO PAULI,S/N,LOTE 08 E 09 QUADRA14,AREIAS,SÃO JOSÉ,SC,BRASIL
KITANI LOCACAO E COMERCIO DE EQUIPAMENTOS LTDA,KITANI LOCACAO E COMERCIO DE EQUIPAMENTOS LTDA,49.557.960/0001-46,1155748677,KITANI@KITANI.COM.BR,supplier,,,4054001,AVENIDA AFONSO MARIANO FAGUNDES,533,,SAUDE,SÃO PAULO,SP,BRASIL
KMF STORES,KMF STORES LTDA,49.651.217/0001-50,1164673384,ZILEIDLFIRME.A@GMAIL.COM,supplier,,,3113010,RUA CANUTO SARAIVA,59,LOJA 6A,MOOCA,SÃO PAULO,SP,BRASIL
KOST SUPRIMENTOS PARA INFORMATICA LTDA,KOST SUPRIMENTOS PARA INFORMATICA LTDA,40.531.705/0001-50,1143314550,JUCELAINE@TUDOPARARECARGA.COM.BR,supplier,,,9726410,RUA CONTINENTAL,622,,JARDIM DO MAR,SÃO BERNARDO DO CAMPO,SP,BRASIL
K.R.G,KRG COMPONENTES ELETRONICOS LTDA,03.297.593/0001-98,1126679368,EXPEDIENTE@JOBCONT.COM.BR,supplier,,,5634120,RUA JOSE FURTADO DE MENDONCA,59,,JARDIM MONTE KEMEL,SÃO PAULO,SP,BRASIL
KYOCERA SOLUCOES EM DOCUMENTOS BRAZIL LTDA,KYOCERA SOLUCOES EM DOCUMENTOS BRAZIL LTDA,07.275.398/0002-07,1198255022,LUCIANO.LOPES@DBR.KYOCERA.COM,supplier,,,88301030,RUA PEDRO FERREIRA,97,TERREO SALA 24,CENTRO,ITAJAÍ,SC,BRASIL
L. L . SOLUCOES E SERVICOS,L. L . SOLUCOES E SERVICOS LTDA,26.354.537/0001-43,1641414120,VENDAS.RP@ALFAPRINTER.COM.BR,supplier,,,14025210,RUA MARECHAL DEODORO,1566,,ALTO DA BOA VISTA,RIBEIRÃO PRETO,SP,BRASIL
L&L SILVA,LEANDRO LAURINDO DA SILVA,14.607.417/0001-21,1128265086,LEANDRO_SILVA08@HOTMAIL.COM,supplier,,,2847060,RUA DO OUTONO,219,,VILA ITABERABA,SÃO PAULO,SP,BRASIL
LELLO PRINT,LELLO PRINT BRASIL COMERCIAL LTDA,00.382.254/0002-00,2730246001,VEXCONLEGALIZACAO@GMAIL.COM,supplier,,,29168055,RUA ATALYDES MOREIRA DE SOUZA,1472,SALA 06,CIVIT I,SERRA,ES,BRASIL
LENOVO TECNOLOGIA (BRASIL) LIMITADA,LENOVO TECNOLOGIA (BRASIL) LIMITADA,07.275.920/0001-61,1939325400,LENOVOLEGAL@LENOVO.COM,supplier,,,13337200,ESTRADA MUNICIPAL JOSE COSTA DE MESQUITA,200,GALPAO1 A 11,CHACARA ALVORADA,INDAIATUBA,SP,BRASIL
LGHS COMERCIO DE ELETRONICOS LTDA,LGHS COMERCIO DE ELETRONICOS LTDA,16.979.292/0001-96,1120260255,VENDASEASYHELP@GMAIL.COM,supplier,,,8051000,AVENIDA DO IMPERADOR,3009,,LIMOEIRO,SÃO PAULO,SP,BRASIL
LIGEIRINHO ETIQUETAS,LIGEIRINHO ETIQUETAS E SOLUCOES PARA EMBALAGENS LTDA,53.464.633/0001-17,1147265974,FINANCEIRO@PAPALEGUASETIQUETAS.COM.BR,supplier,,,2181080,RUA BENTOPOLIS,146,FUNDOSA,PARQUE NOVO MUNDO,SÃO PAULO,SP,BRASIL
LOS COMPATIVEL,LILIANE DE OLIVEIRA DOS SANTOS,42.624.046/0001-21,2199967727,DAGSERVMEDICOS@HOTMAIL.COM,supplier,,,20520051,RUA CONDE DE BONFIM,00297,SAL 1201,TIJUCA,RIO DE JANEIRO,RJ,BRASIL
LIVRARIA PAGUE MENOS,LIVRARIA E PAPELARIA PAGUE MENOS LTDA,12.274.817/0002-18,8532266786,WASHINGTON@WASHINGTONBARROS.COM.BR,supplier,,,60025101,RUA MAJOR FACUNDO,829,,CENTRO,FORTALEZA,CE,BRASIL
LKF COMERCIO LTDA,LKF COMERCIO LTDA,09.174.097/0001-23,1139852375,LKF.COMERCIO@GMAIL.COM,supplier,,,2866200,RUA PROFA CARLINDA RIBEIRO,18,SALA 04,VILA PENTEADO,SÃO PAULO,SP,BRASIL
LOI BRASIL COMERCIO ELETRONICO LTDA,LOI BRASIL COMERCIO ELETRONICO LTDA,17.973.898/0001-87,1144401550,FABIAN@LOIBRASIL.COM.BR,supplier,,,9290520,AVENIDA DOS ESTADOS,7328,BLOCO 23,PARQUE JACATUBA,SANTO ANDRÉ,SP,BRASIL
LOJAO DOS PARAFUSOS,LOJAO DOS PARAFUSOS CEARA LTDA,73.413.999/0001-74,8532763240,FINANCEIRO@LOJAODOSPARAFUSOSCE.COM.BR,supplier,,,60870812,RODOVIA BR 116,10040,,MESSEJANA,FORTALEZA,CE,BRASIL
LOJA DAS ETIQUETAS,LOJA DAS ETIQUETAS LTDA,44.339.375/0001-56,1991313430,ADMINISTRATIVO@LOJADASETIQUETAS.COM.BR,supplier,,,13478713,RUA GERONYMO BRAGA,555,ANEXO SALAO 03,LOTEAMENTO INDUSTRIAL MACHADINHO,AMERICANA,SP,BRASIL
